Row ID,USEEIO Sector Name,USEEIO Sector Code,Activity Category,IPCC/UNFCCC Category,Activity Subcategory,Activity Type,Activity,Fuel Consumed,Gas Category,Gas,Emissions (kg),Emissions Intensity (kg/USD_2022),AR5-100 GWP,Emissions (kgCO2e),Emissions (MTCO2e),Contribution to USEEIO Sector's Scope 1 (%),Attribution Sources
7025,Surgical appliance and supplies manufacturing,339113,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-143a,301.1940374988806,8.35465122655648e-09,4800.0,1445731.3799946269,1.4457313799946268,0.006182279663254724,Detail_Use_2022
7026,Surgical appliance and supplies manufacturing,339113,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,233.18599113896258,6.53739580878233e-09,4800.0,1119292.7574670203,1.1192927574670204,0.0047863530856903595,Detail_Use_2022
7027,Surgical appliance and supplies manufacturing,339113,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Carbon dioxide,Carbon dioxide,819895.9535083306,2.274263059956002e-05,1.0,819895.9535083306,0.8198959535083307,0.0035060635395340405,Detail_Use_2022
7028,Surgical appliance and supplies manufacturing,339113,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,634767.7136549405,1.779578511783412e-05,1.0,634767.7136549405,0.6347677136549404,0.002714412636622871,Detail_Use_2022
7029,Surgical appliance and supplies manufacturing,339113,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-32,752.4414396611062,2.0871547952870575e-08,677.0,509402.8546505689,0.5094028546505689,0.002178323686051429,Detail_Use_2022
7030,Surgical appliance and supplies manufacturing,339113,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,582.5440780249675,1.633168954751615e-08,677.0,394382.340822903,0.39438234082290297,0.0016864695329676584,Detail_Use_2022
7031,Surgical appliance and supplies manufacturing,339113,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Consumed Natural Gas,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,239260.67050801218,6.199250599644824e-06,1.0,239260.67050801218,0.23926067050801217,0.001023133618019601,EIA_MECS_Energy
7032,Surgical appliance and supplies manufacturing,339113,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,120877.30861272928,8.551232312555891e-07,1.0,120877.30861272928,0.12087730861272927,0.0005168991536921739,EIA_MECS_Energy
7033,Surgical appliance and supplies manufacturing,339113,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,3517.5754545328896,9.035106588978345e-08,28.0,98492.11272692091,0.0984921127269209,0.00042117491114075287,EIA_MECS_Energy
7034,Surgical appliance and supplies manufacturing,339113,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,247.77890616614533,6.364351970976761e-09,265.0,65661.41013402851,0.06566141013402851,0.00028078328114711107,EIA_MECS_Energy
7035,Surgical appliance and supplies manufacturing,339113,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,189.88353960427247,5.079087072956456e-09,265.0,50319.1379951322,0.0503191379951322,0.00021517619926114497,Detail_Use_2022
7036,Surgical appliance and supplies manufacturing,339113,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,1198.0746840741788,3.2046620012452265e-08,28.0,33546.091154077,0.033546091154077,0.00014345079590394604,Detail_Use_2022
7037,Surgical appliance and supplies manufacturing,339113,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-236fa,3.6114912800884653,1.0017711606592234e-10,8060.0,29108.61971751303,0.02910861971751303,0.00012447514814658387,Detail_Use_2022
7038,Surgical appliance and supplies manufacturing,339113,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,2.79603534196881,7.838716912844598e-11,8060.0,22536.044856268607,0.022536044856268606,9.636930741976664e-05,Detail_Use_2022
7039,Surgical appliance and supplies manufacturing,339113,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Urea Consumption,Urea Consumption for Non-Agricultural Purposes,,Carbon dioxide,Carbon dioxide,21240.430236173062,5.774868321362932e-07,1.0,21240.430236173062,0.02124043023617306,9.082896152420895e-05,Detail_Use_2022
7040,Surgical appliance and supplies manufacturing,339113,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Nitrous oxide,Nitrous oxide,3.7702131704718527,2.6671646695786527e-11,265.0,999.1064901750409,0.000999106490175041,4.2724089835124965e-06,EIA_MECS_Energy
7041,Surgical appliance and supplies manufacturing,339113,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Methane,Methane,17.841186876383688,1.2621403922920746e-10,28.0,499.55323253874326,0.0004995532325387433,2.136204438094793e-06,EIA_MECS_Energy
7042,Dental equipment and supplies manufacturing,339114,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,105079220.85353269,0.01319598018080341,1.0,105079220.85353269,105.07922085353269,0.7929397390821481,EIA_MECS_Energy
7043,Dental equipment and supplies manufacturing,339114,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,14403215.57742013,0.0015053831372579018,1.0,14403215.57742013,14.40321557742013,0.10868830116110903,Detail_Use_2022
7044,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Consumed Petroleum Products,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,7818431.331365889,0.0003202607327352042,1.0,7818431.331365889,7.818431331365889,0.058998771113523495,EIA_MECS_Energy
7045,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Carbonate Use,Other Process Uses of Carbonates,,Carbon dioxide,Carbon dioxide,3868919.9436426437,0.0008024532367434125,1.0,3868919.9436426437,3.8689199436426436,0.029195309460067993,Detail_Use_2022
7046,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-125,106.93211990766231,6.2734167707324464e-09,3170.0,338974.82010728953,0.3389748201072895,0.0025579425049786692,Detail_Use_2022
7047,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-134a,174.9199804584995,1.0262079718349541e-08,1300.0,227395.97459604937,0.22739597459604938,0.0017159558597779634,Detail_Use_2022
7048,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Energy,Non-Energy Uses of Fossil Fuels,Consumed Natural Gas,,Aggregated Fossil Fuels,Carbon dioxide,Carbon dioxide,201374.03484071122,2.324565669692562e-05,1.0,201374.03484071122,0.20137403484071123,0.00151959134591494,EIA_MECS_Energy
7049,Dental equipment and supplies manufacturing,339114,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,146173.0424426832,7.840723627496041e-07,1.0,146173.0424426832,0.1461730424426832,0.0011030383856471876,EIA_MECS_Energy
7050,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-143a,29.228723118556122,1.714769724544721e-09,4800.0,140297.8709690694,0.1402978709690694,0.001058703674202726,Detail_Use_2022
7051,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Carbon dioxide,Carbon dioxide,79565.02728314674,4.6678638462689916e-06,1.0,79565.02728314674,0.07956502728314674,0.0006004067356180946,Detail_Use_2022
7052,Dental equipment and supplies manufacturing,339114,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,2205.8166040834185,2.770092122261229e-07,28.0,61762.86491433572,0.06176286491433572,0.00046606959579956615,EIA_MECS_Energy
7053,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-32,73.01905006291486,4.2838291585652756e-09,677.0,49433.89689259336,0.04943389689259336,0.000373033802358166,Detail_Use_2022
7054,Dental equipment and supplies manufacturing,339114,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,155.37828041715446,1.9512599087216705e-08,265.0,41175.24431054593,0.04117524431054593,0.00031071307167148966,EIA_MECS_Energy
7055,Dental equipment and supplies manufacturing,339114,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,65.85431129408596,6.882905362693085e-09,265.0,17451.39249293278,0.01745139249293278,0.00013169019048261298,Detail_Use_2022
7056,Dental equipment and supplies manufacturing,339114,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,415.50933463223373,4.342785417370345e-08,28.0,11634.261369702544,0.011634261369702545,8.779345811637034e-05,Detail_Use_2022
7057,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Urea Consumption,Urea Consumption for Non-Agricultural Purposes,,Carbon dioxide,Carbon dioxide,11252.57788150441,6.035884031102844e-08,1.0,11252.57788150441,0.01125257788150441,8.49132311496549e-05,Detail_Use_2022
7058,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,2.2482951231356383,2.323066129843855e-10,3170.0,7127.095540339973,0.007127095540339973,5.37818726886832e-05,Detail_Use_2022
7059,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,3.677769966062791,3.8000806716165334e-10,1300.0,4781.100955881629,0.004781100955881629,3.607873101539783e-05,Detail_Use_2022
7060,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,0.6145468330720223,6.349846683478715e-11,4800.0,2949.824798745707,0.002949824798745707,2.2259713074155653e-05,Detail_Use_2022
7061,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-236fa,0.3504693504139433,2.0561084007434826e-11,8060.0,2824.782964336383,0.002824782964336383,2.131613318513948e-05,Detail_Use_2022
7062,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,1672.8898947044502,1.7285247890080962e-07,1.0,1672.8898947044502,0.0016728898947044502,1.2623817209960907e-05,Detail_Use_2022
7063,Dental equipment and supplies manufacturing,339114,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Nitrous oxide,Nitrous oxide,4.559197554199265,2.445554076747734e-11,265.0,1208.1873518628054,0.0012081873518628053,9.117119024738527e-06,EIA_MECS_Energy
7064,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,1.5352578279960285,1.5863155259711213e-10,677.0,1039.3695495533113,0.0010393695495533113,7.843200708363692e-06,Detail_Use_2022
7065,Dental equipment and supplies manufacturing,339114,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Manufacturing Purposes,Coal Industrial - Manufacturing,Coal,Methane,Methane,21.57477359844893,1.1572710965331887e-10,28.0,604.0936607565701,0.0006040936607565701,4.5585593978582534e-06,EIA_MECS_Energy
7066,Dental equipment and supplies manufacturing,339114,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,0.007368773124713127,7.61383462890339e-13,8060.0,59.3923113851878,5.93923113851878e-05,4.4818112953940143e-07,Detail_Use_2022
7067,Ophthalmic goods manufacturing,339115,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,28665319.005360655,0.000855400635449565,1.0,28665319.005360655,28.665319005360654,0.6828567041191183,EIA_MECS_Energy
7068,Ophthalmic goods manufacturing,339115,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,7858288.563113409,0.0002364757781691593,1.0,7858288.563113409,7.858288563113409,0.18719781305141178,Detail_Use_2022
7069,Ophthalmic goods manufacturing,339115,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-125,380.14963207225713,2.986121139436126e-08,3170.0,1205074.333669055,1.205074333669055,0.028706922380801192,Detail_Use_2022
7070,Ophthalmic goods manufacturing,339115,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-134a,621.8502566937344,4.884708652628623e-08,1300.0,808405.3337018548,0.8084053337018549,0.01925759143516705,Detail_Use_2022
7071,Ophthalmic goods manufacturing,339115,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Carbonate Use,Other Process Uses of Carbonates,,Carbon dioxide,Carbon dioxide,731737.00384994,2.0827626557650644e-05,1.0,731737.00384994,0.73173700384994,0.01743122128302587,Detail_Use_2022
7072,Ophthalmic goods manufacturing,339115,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,170.41554854002393,4.8716590454203354e-09,3170.0,540217.2888718758,0.5402172888718758,0.012868895591855407,Detail_Use_2022
7073,Ophthalmic goods manufacturing,339115,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-143a,103.90973590587907,8.162234888676484e-09,4800.0,498766.73234821955,0.49876673234821955,0.011881472761976769,Detail_Use_2022
